Churn,CellPlan,Sex,Age,Fee,PhoneBrand,default,student,balance,income,maritl,race,education,region,jobclass,health,health_ins,logwage,wage,grp1,state,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
0,2,male,32.5,30.0708,C,No,Yes,619.751868575593,15750.6220834222,2. Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.5910646070265,98.5993438603892,L,CT,94.59,95.99,111.23,95.11,102.33,99.51,96.31,105.57,97.67,112.28
1,2,female,32.5,13,S,No,No,1047.71812400961,46416.9709942419,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.30102999566398,200.543262324662,N,OR,97.84,83.3,115.81,91.96,118.62,103.15,97.64,101.86,109.49,103.66
0,1,male,54,77.2875,S,No,No,243.84132832576,47193.8881309706,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.05307844348342,156.503510882633,W,AR,83.78,114.91,91.72,88.17,99.44,104.75,109.03,89.61,99.95,75.8
1,3,male,12,11.2417,C,No,No,186.500386931495,45430.5502710943,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.97634997900327,144.944364980516,B,IA,85.49,106.91,104.91,94.61,90.23,96.97,97.76,96.37,102.98,78.69
1,3,male,24,7.1417,S,No,No,1422.01848757576,38224.0315214972,2. Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886,O,MA,103.51,99.59,100.19,84.43,109.49,91.38,96.1,86.23,98.5,82.67
0,3,male,45,6.975,S,No,No,383.798659005674,61425.286388114,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.79934054945358,121.430313822622,R,WV,98.25,112.04,113.21,93.28,101.93,84.26,88.67,94.65,93.48,107.69
0,3,male,33,7.8958,C,No,No,1159.43509608859,45802.1049386909,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.7160033436348,111.720849360989,R,WI,94.09,112.99,109.3,109.14,89.83,93.34,85.56,102.75,100.32,95.72
0,3,male,20,7.05,S,No,No,882.99191255185,17181.7379663818,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.23044892137827,68.7480877337669,R,AK,86.66,95.38,110.76,92.33,100.14,105.62,106.82,113.16,110.72,111.15
0,3,female,47,14.5,S,No,No,1463.23289161086,65457.8541875824,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.74036268949424,114.475713290347,M,NJ,89.03,87.74,97,109.2,84.8,118.82,100.49,98.3,97.17,87.14
1,2,female,29,26,S,No,Yes,1722.35584628315,19311.4229408044,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.55630250076729,95.2307125669819,Z,AK,120.36,109.63,110.45,103.29,93.27,101.33,100.8,114.47,121.05,93.03
0,2,male,25,13,S,No,Yes,773.921861257735,14558.9121383835,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.47712125471966,87.9810327856054,K,NH,96.74,106.93,107.09,103.98,92.51,84.75,98.81,116.47,96.11,103.6
0,2,male,23,15.0458,C,No,No,958.169418468988,32816.2847956415,4. Divorced,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.16316137497702,64.2743972206327,W,CA,107.74,94.99,87.31,78.52,99.66,106.18,107.34,110.13,107.45,82.02
1,1,female,19,26.2833,S,No,No,1207.53273014951,68037.5751261777,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.85733249643127,128.680488220624,T,NY,107.85,131.54,90.68,80.85,70.28,88.43,108.47,100.53,97.87,109.82
0,1,male,37,53.1,S,No,No,1056.6108304963,30546.6010343774,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.74036268949424,114.475713290347,N,SD,107.63,74.51,113.74,101.42,106.95,98.46,87.83,109.93,113.51,112.15
0,3,male,16,9.2167,S,No,No,117.642483931776,46550.2672705963,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.72427586960079,112.6488963421,W,LA,102.95,99.92,95.39,117.51,107.3,104.02,98.93,83.42,97.8,100.34
0,1,male,24,79.2,C,No,No,596.964119237004,58088.3604512649,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.39794000867204,81.2832532842527,M,CT,87.48,111.39,113.16,109.46,88.66,105.22,93.19,101.42,96.32,105.1
1,3,female,22,7.75,S,No,No,0,47729.6257581971,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.32935719413155,75.8954848228103,A,CA,89.9,114.82,106.59,98.86,99.44,102,104.93,93.27,92.93,97.28
1,3,female,24,15.85,S,No,Yes,541.662755324457,16335.7034406021,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.719720651334,112.136922992214,S,LA,107.51,109.76,89.29,112.71,97.42,96.75,112.46,85.58,93.68,94.65
0,3,male,19,6.75,Q,No,No,1119.17830341806,45020.0191217013,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.44715803134222,85.3839403789827,S,WY,86.92,101.48,94.61,98.65,87.51,92.2,112.82,108.32,122.53,110.29
0,2,male,18,11.5,S,No,Yes,810.320936469835,20498.66581411,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.54406804435028,94.0727147457005,E,NE,105.28,107.89,87.03,99.9,98.97,109.82,86.36,102.57,104.42,110.89
0,2,male,19,36.75,S,No,No,271.55143774701,32850.1201448079,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.74036268949424,114.475713290347,Q,KY,94.66,105.58,101.9,115.3,116.69,93.74,99.67,93.13,87.78,118.14
1,3,male,27,7.7958,S,No,No,1114.40323650428,47714.0221084582,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.17609125905568,176.989650489877,O,KS,96.02,99.73,64.6,88.11,87.22,85.74,88.91,99.85,87.66,94.26
0,3,female,9,34.375,S,No,No,867.030828053565,33540.9799848111,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.62321723414596,276.778413321176,I,MD,92.1,91.23,112.11,98.54,107.46,101.23,110.21,91.45,89.34,93.2
0,2,male,36.5,26,S,No,Yes,1176.7894016772,17632.712103849,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.6232492903979,101.82435207568,Q,AL,97.7,112.16,102.91,91.35,104.9,94.24,104.05,81.28,81.34,98.62
0,2,male,42,13,S,No,No,610.227818661398,42465.3629640684,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.51851393987789,91.6992261117042,V,AK,108.77,96.49,108.15,94.56,80.03,100.99,94.58,107.41,81.62,115.97
0,2,male,51,12.525,S,No,No,272.615661715535,55449.3386406402,5. Separated,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.46239799789896,86.6951548289402,S,UT,104.54,97.06,97.78,83.73,85.91,111.26,113.88,96.54,107.65,110.03
1,1,female,22,66.6,S,No,No,449.735085836859,49643.4264416677,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.09342168516223,162.946460744664,J,MA,97.68,102.53,114.35,101.21,109.18,100.82,87.3,86.07,107.46,101.89
0,3,male,55.5,8.05,S,No,Yes,827.767209400324,10673.5262253922,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.93601079571521,139.213788138664,D,MS,108.7,100.11,101.9,109.81,92.51,101.44,109.18,92.19,109.06,109.65
0,3,male,40.5,14.5,S,No,No,430.000099449901,33925.2195976742,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.55630250076729,95.2307125669819,K,MA,116.56,80.24,90.18,99.13,87.62,93.53,93.06,106.17,101.33,113.29
0,1,male,51,61.3792,C,No,No,0,31825.7649719215,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.20411998265593,66.9616443217359,Y,OK,99.94,95.74,99.22,97.03,116.14,108.29,117.26,97.24,97.46,102.48
1,3,female,16,7.7333,Q,No,Yes,1557.34463668228,18404.594189222,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.8766796104192,131.194323611687,U,MD,104.7,106.12,109.01,106.14,96.11,99.65,109.18,116,107.93,102.3
0,3,male,30,8.05,S,No,No,928.236966261476,33722.1589415677,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.50514997831991,90.4819133566401,T,MT,102.78,112.31,85.54,113.5,102.63,115.89,89.46,98.5,107.72,101.98
0,3,male,44,16.1,S,No,No,1373.45016328929,49101.7982141897,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.74036268949424,114.475713290347,Y,AK,90.22,87.29,99.29,109.88,97.97,97.04,99.89,115.11,97.1,104.99
1,2,female,40,15.75,S,No,Yes,951.072907499984,18601.5332374944,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.37106786227174,79.1280844956297,Z,IA,90.73,93.49,92.04,108,110.58,113.25,106.89,104.15,109.84,87.5
0,3,male,26,7.775,S,No,Yes,1292.21086850542,23065.850975377,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.65006456117768,104.591737924918,P,WI,119.2,75.57,84.55,114.13,102.62,87.97,103.41,92.62,101.45,105.81
0,3,male,17,8.6625,S,No,No,582.188700706555,24760.7957330564,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.88649072517248,132.487821126123,A,WA,108.81,109.97,120.96,90.11,101.08,91.52,109.32,83.9,101.61,108.85
0,3,male,1,39.6875,S,No,Yes,339.424638280913,19307.98029025,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.95424250943933,141.77517233318,I,WI,107.42,100.05,101.67,99.37,108.31,103.27,91.67,94.82,113.94,101.68
1,3,male,9,20.525,S,No,No,409.982324608766,44641.090118396,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.81291335664286,123.089699847943,H,SC,101.48,107.91,105.14,109.42,108.61,85.4,103.43,111.83,105.86,92.37
0,3,female,45,27.9,S,No,No,1216.45150955433,53639.8468273843,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.90308998699194,134.705375118879,D,PA,104.85,94.37,101.25,94.06,103.3,112.23,100.16,102.1,121.65,114.34
0,3,male,28,56.4958,S,No,No,598.461392123585,44124.2681146436,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.02118929906994,55.7673905084923,B,AR,101.52,102.14,84.19,107.17,110.9,98.29,95.42,97.93,101.4,101.52
0,1,male,61,33.5,S,Yes,Yes,1486.99812160021,17854.3970280731,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.67209785793572,106.921814091211,J,CT,100.42,109.77,100.73,100.85,105.99,96.73,121.81,88.86,87.08,92.04
0,3,male,4,29.125,Q,No,No,943.796338713762,59976.8398676444,2. Married,2. Black,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886,I,CT,102.23,97.66,113.48,110.35,104.97,104.59,91.73,118.37,78.16,118.01
1,3,female,1,11.1333,S,No,No,0,49525.7450208494,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.47712125471966,87.9810327856054,E,RI,89.9,108.49,113.75,81.53,95.42,95.75,100.89,93.02,96.85,96.87
0,3,male,21,7.925,S,No,Yes,996.276086766592,20883.2407676238,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.48784512011144,88.9296066367913,Q,VA,124.01,106.54,94.83,103.31,109.17,105.61,98.42,108.83,89.04,100.22
0,1,male,56,30.6958,C,No,Yes,748.301340361255,11248.6707527348,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.39794000867204,81.2832532842527,K,MA,108.02,84.09,115.16,110.22,95.9,104.4,104.85,108.07,102.17,77.41
0,3,male,18,7.8542,S,No,No,324.737921782032,15411.5185672943,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.54406804435028,94.0727147457005,Y,GA,97.49,103.09,114.99,105.51,91.74,105.94,82.25,103.48,91.09,83.22
0,1,female,50,28.7125,C,No,Yes,575.382158489508,16005.6813190057,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.67209785793572,106.921814091211,Q,ME,112.13,75.14,108.15,114.41,100.46,106.83,107.42,113.48,107.47,91.12
0,2,male,30,13,S,No,No,441.738284926253,36012.2358964554,1. Never Married,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.07918124604763,59.0970640815891,I,MT,93.73,97.22,116.66,99.26,100.25,90.25,95.56,93.63,100.14,101.73
0,3,male,36,0,S,No,No,1188.64217955294,39526.5612652646,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.17609125905568,65.1108537153447,F,VA,117.11,94.48,110.15,98.87,91.05,115.16,101.14,113.99,110.85,68.53
0,3,male,9,31.3875,S,No,No,95.1476801904055,51371.1999147598,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.79239168949825,120.589436530402,C,AR,96.06,108.76,105.27,108.56,93.51,100.79,108.27,112.3,107.71,100.27
1,2,male,1,39,S,No,No,1015.61483748402,43218.794375243,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.06069784035361,157.700527725737,Z,CO,76.79,102.93,80.55,98.14,94.45,96.9,97.39,102.94,95.81,105.28
1,3,female,4,22.025,S,No,No,1258.56739272567,44931.6749177461,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.86332286012046,129.453644576625,J,PA,113.64,94.03,106.88,114.28,89.48,101.47,92.55,129.96,112.51,94.68
1,1,male,45,26.55,S,No,Yes,1178.24441352846,7750.28922055921,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.17609125905568,176.989650489877,O,KS,111.32,98.43,100.76,120.82,98.97,84.39,112.63,101.03,105.64,109.08
0,3,male,40,15.5,Q,No,No,731.532656254407,43956.0600839728,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.07918124604763,59.0970640815891,T,OR,92.26,101.84,91.63,94.33,85.66,97.54,91.27,96.95,109.92,98.21
0,3,male,36,7.8958,S,No,No,350.088792139872,44455.1995150356,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.54406804435028,94.0727147457005,W,ID,85.9,89.87,98.5,89.12,86.19,94.77,107.92,102.78,91.41,90.99
1,2,female,32,13,S,No,No,418.848345433837,36901.7833281202,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.90308998699194,134.705375118879,O,MD,81.65,93.2,90.04,113.21,85.01,124.86,96.01,85,96.03,115.63
0,2,male,19,13,S,No,No,533.229465181374,39393.5424772748,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.39794000867204,81.2832532842527,A,MT,97.31,87.57,112.17,107.18,100.22,117.25,112.53,88.04,105.25,95.31
1,3,female,19,7.8542,S,No,No,95.296974128368,32359.3890284286,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.39794000867204,81.2832532842527,X,WA,81.66,84.65,98.28,107.2,101,103.94,94.83,90.81,94.34,101.14
1,2,male,3,26,S,No,Yes,1453.00593207303,15933.0021109819,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.03342375548695,153.457515308961,U,AZ,91.86,94.75,86.66,90.35,98.85,96.03,101.87,101.38,102.95,93.61
1,1,female,44,27.7208,C,No,No,352.644414031465,39404.7443664762,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.91907809237607,136.876367635184,J,KS,101.64,99.81,101.42,101.66,95.98,107.59,91.79,89.64,108.73,96.83
1,1,female,58,146.5208,C,No,Yes,736.2389354625,14107.9939653376,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.31806333496276,75.0431540173515,C,IL,108.56,84.32,87.09,110.6,123.45,98.67,85.06,95.36,90.35,107.5
0,3,male,42,8.4042,S,No,No,1306.4845722752,41224.6250242432,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.86923171973098,130.220832358777,B,MD,91.8,104.68,86.68,96.34,90.23,103.45,108.6,99.81,88.38,103.78
0,2,female,24,13,S,No,No,1149.14562717899,45194.7946620784,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.65321251377534,104.921506533664,V,RI,98.76,93.32,81.95,103.4,108.97,87.58,109.83,111.27,90.35,103.96
0,3,male,28,9.5,S,No,No,703.226890721538,57679.2791425179,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,3.90308998699194,49.5553381215226,V,UT,102.55,103.11,93.22,76.84,99.08,124.78,105.08,102.45,92.14,110.83
0,3,male,34,6.4958,S,No,Yes,1360.80043541238,18864.3084886679,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.81954393554187,123.908567597957,R,ND,117.19,101.43,95.27,111.88,96.83,114.7,116.11,107.12,78.86,92.05
0,3,male,45.5,7.225,C,No,No,31.4450805447328,53287.3503013149,2. Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.81291335664286,123.089699847943,D,ND,90.41,96.26,110.27,86.1,85.97,101.96,94.81,87.65,87.24,106.06
1,3,male,18,8.05,S,No,No,988.214458069386,48570.3634566327,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.35869609957381,78.155161407934,I,FL,83.96,80.55,94.03,84.14,98.45,99.6,101.09,89.67,76.81,89.38
0,3,female,2,10.4625,S,No,No,360.019073584363,23927.5466133912,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.30102999566398,73.7757432746946,T,SD,81.54,84.02,111.6,113.03,106.42,91.27,80.38,96.06,101.5,110.19
0,3,male,32,15.85,S,No,No,647.483528619273,33226.2775446785,4. Divorced,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.92941892571429,138.299126920883,X,OK,105.56,74.59,86.67,107.37,85.94,99.8,89.4,95.51,119.52,101.78
1,3,male,26,18.7875,C,No,Yes,0,9816.78943755756,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.84509804001426,127.115743812184,S,WA,99.4,113.62,90.74,94.29,91.11,98.57,80.42,97.56,96.16,89.69
1,3,female,16,7.75,Q,No,No,445.241819216304,31974.6245068978,2. Married,3. Asian,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.23044892137827,68.7480877337669,G,AL,107.72,96.39,89.26,95.8,101.2,100.45,100.17,109.22,112.81,111.33
1,1,male,40,31,C,No,Yes,878.542064501041,17496.7414821956,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.43546212055982,84.39111474778,Q,NJ,98.59,119.36,85.49,108.96,109.25,104.78,115.62,114.98,116.41,100.4
0,3,male,24,7.05,S,No,Yes,335.834118576172,21759.8702696952,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.44715803134222,85.3839403789827,H,ME,103.93,85.44,94.11,110.91,93.2,105.25,97.86,102.82,106.8,105.97
1,2,female,35,21,S,No,No,666.608881434336,30438.4688266267,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.85733249643127,128.680488220624,Y,PA,102.24,114.82,98.85,99.48,98.71,119.86,99.65,99.59,100.44,86.7
0,3,male,22,7.25,S,No,No,813.876647019864,40737.4597766098,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.25527250510331,70.4760196469445,E,RI,100.24,110.76,92.8,93.3,101.25,103.65,99.54,99.67,107.43,106.15
0,2,male,30,13,S,No,No,836.300071623191,54607.1787395438,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.34242268082221,76.8936025176112,K,IN,93.77,92.43,100.03,96,97.89,102.78,92.64,93.36,108.28,107.74
1,1,female,31,113.275,C,No,No,967.48268368178,33055.1102723298,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,5,148.413159102577,G,IL,112.62,107.14,109.87,104.34,108.71,95.84,102.87,109.42,103.97,102.64
1,3,female,27,7.925,S,Yes,Yes,2205.79952114829,14271.492252976,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5,148.413159102577,C,ND,95.94,105.81,109.54,98.12,115.59,101.87,114.16,98.36,101.96,90.61
0,2,male,42,27,S,No,Yes,1258.18521914431,11672.2220033397,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.17026171539496,175.960883130401,V,MO,106.67,98.53,82.91,90.06,102.18,90.23,104.32,107.9,101.5,109.52
1,1,female,32,76.2917,C,No,No,1239.80169908455,40107.1722104231,4. Divorced,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.5910646070265,98.5993438603892,N,ME,101.65,115.07,102.93,90.78,104.06,94.09,115.4,79.93,106,78.42
0,2,male,30,10.5,S,No,Yes,0,13760.2984556873,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.97772360528885,145.143601176911,R,AZ,117.82,97.2,88.51,99.77,97.42,109.27,82.88,93.68,90.72,107.01
1,3,male,16,8.05,S,No,Yes,927.887732263607,22473.3796109537,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.60205999132796,99.6894636984864,K,VT,107.11,120.28,98.25,99.89,108.85,94.99,101.94,111.24,96.96,108.65
